customer_order_id,date_of_order,order_status,sales_rep,product_count_units,product_count_cases,total,paid,buyer_licenses
BC 16640,2024-03-12 1:40 PM,Complete,Nathan Eckhart,905,15,"$14,190.05",TRUE,AU-R-000225
BC 16639,2024-03-12 1:16 PM,Complete,Nathan Eckhart,1026,17,"$16,110.06",TRUE,AU-R-000288
BC 16638,2024-03-12 1:07 PM,Complete,Dustin Link,1038,21,"$9,345.02",TRUE,AU-P-000422
BC 16637,2024-03-12 10:07 AM,Complete,Zak Young,600,10,"$9,600.00",TRUE,AU-R-000599
BC 16636,2024-03-11 9:12 PM,Complete,Nathan Eckhart,660,11,"$10,650.00",TRUE,AU-P-000101
BC 16635,2024-03-11 9:07 PM,Complete,Nathan Eckhart,1024,17,"$16,230.04",TRUE,AU-R-000142
BC 16634,2024-03-11 7:27 PM,Complete,Dustin Link,1847,33,"$24,750.25",TRUE,AU-R-001191
BC 16633,2024-03-11 7:03 PM,Complete,Zak Young,255,4,"$3,964.65",TRUE,AU-R-000812
BC 16632,2024-03-11 5:47 PM,Complete,Dustin Link,480,8,"$8,040.00",TRUE,AU-R-000654
BC 16631,2024-03-11 5:22 PM,Complete,Nathan Eckhart,600,10,"$9,660.00",TRUE,AU-R-000346
BC 16630,2024-03-11 5:13 PM,Complete,Zak Young,256,4,"$3,960.16",TRUE,AU-R-000961
BC 16629,2024-03-11 4:57 PM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-000720
BC 16628,2024-03-11 4:41 PM,Complete,Dustin Link,360,6,"$5,880.00",TRUE,AU-R-000902
BC 16627,2024-03-11 4:26 PM,Complete,Dustin Link,2311,43,"$27,570.50",TRUE,AU-R-000263
BC 16626,2024-03-11 4:08 PM,Complete,Nathan Eckhart,360,6,"$5,700.00",TRUE,AU-R-000943
BC 16625,2024-03-11 3:01 PM,Complete,Zak Young,840,14,"$13,343.00",TRUE,AU-R-000653
BC 16624,2024-03-11 2:45 PM,Complete,Zak Young,720,12,"$11,520.00",TRUE,AU-R-000622
BC 16623,2024-03-11 2:40 PM,Complete,Zak Young,660,11,"$9,557.50",TRUE,AU-R-000433
BC 16622,2024-03-11 2:32 PM,Complete,Zak Young,960,16,"$15,300.00",TRUE,AU-R-000303
BC 16621,2024-03-11 1:58 PM,Complete,Nathan Eckhart,360,6,"$5,640.00",TRUE,AU-R-001051
BC 16620,2024-03-11 1:52 PM,Complete,Zak Young,3871,69,"$52,872.03",TRUE,AU-P-000413
BC 16619,2024-03-11 1:40 PM,Complete,Dustin Link,360,6,"$5,820.00",TRUE,AU-R-000139
BC 16618,2024-03-11 1:23 PM,Complete,Zak Young,1160,20,"$15,536.00",TRUE,AU-R-000551
BC 16615,2024-03-11 11:56 AM,Complete,Nathan Eckhart,360,6,"$5,940.00",TRUE,AU-R-000633
BC 16614,2024-03-08 12:19 PM,Complete,Nathan Eckhart,786,13,"$12,270.06",TRUE,AU-R-000865
BC 16613,2024-03-08 8:50 AM,Complete,Zak Young,420,7,"$6,492.00",TRUE,AU-R-000321
BC 16612,2024-03-08 8:49 AM,Complete,Zak Young,240,4,"$3,618.00",TRUE,AU-R-000325
BC 16611,2024-03-08 8:47 AM,Complete,Zak Young,240,4,"$3,654.00",TRUE,AU-R-000153
BC 16610,2024-03-08 8:46 AM,Complete,Zak Young,420,7,"$6,522.00",TRUE,AU-R-000435
BC 16609,2024-03-08 8:45 AM,Complete,Zak Young,420,7,"$6,585.00",TRUE,AU-R-000753
BC 16608,2024-03-08 8:43 AM,Complete,Zak Young,360,6,"$5,640.00",TRUE,AU-R-000716
BC 16606,2024-03-07 6:17 PM,Complete,Dustin Link,360,6,"$5,820.00",TRUE,AU-R-000649
BC 16605,2024-03-07 6:15 PM,Complete,Dustin Link,460,8,"$7,590.00",TRUE,AU-R-001081
BC 16604,2024-03-07 4:02 PM,Complete,Dustin Link,360,6,"$5,580.00",TRUE,AU-P-000394
BC 16603,2024-03-07 3:59 PM,Complete,Zak Young,1608,29,"$20,970.04",TRUE,AU-R-001120
BC 16602,2024-03-07 3:58 PM,Complete,Dustin Link,1500,25,"$23,250.00",TRUE,AU-P-000261
BC 16601,2024-03-07 3:54 PM,Complete,Dustin Link,360,6,"$5,820.00",TRUE,AU-R-000931
BC 16600,2024-03-07 3:51 PM,Complete,Nathan Eckhart,660,11,"$10,230.00",TRUE,AU-R-001009
BC 16599,2024-03-07 12:47 PM,Complete,Zak Young,480,8,"$8,100.00",TRUE,AU-R-001048
BC 16598,2024-03-07 11:56 AM,Complete,Nathan Eckhart,600,10,"$9,660.00",TRUE,AU-R-001078
BC 16597,2024-03-07 11:50 AM,Complete,Nathan Eckhart,1308,24,"$16,200.28",TRUE,AU-R-000952-
BC 16596,2024-03-07 11:41 AM,Complete,Nathan Eckhart,180,3,"$3,120.00",TRUE,AU-R-001119
BC 16595,2024-03-07 11:37 AM,Complete,Zak Young,900,15,"$14,250.00",TRUE,AU-R-000291
BC 16594,2024-03-07 9:46 AM,Complete,Zak Young,1874,34,"$24,273.50",TRUE,AU-R-000103
BC 16593,2024-03-07 9:42 AM,Complete,Zak Young,2020,35,"$17,171.50",TRUE,AU-R-000282
BC 16592,2024-03-07 9:19 AM,Complete,Zak Young,720,12,"$11,160.00",TRUE,AU-R-000128
BC 16591,2024-03-07 7:26 AM,Complete,Zak Young,635,11,"$10,020.12",TRUE,
BC 16590,2024-03-07 7:20 AM,Complete,Zak Young,680,13,"$6,840.00",TRUE,pc-000602
BC 16588,2024-03-06 4:05 PM,Complete,Nathan Eckhart,1320,22,"$20,820.00",TRUE,AU-R-000342
BC 16587,2024-03-06 3:11 PM,Complete,Dustin Link,240,4,"$3,900.00",TRUE,AU-R-000278
BC 16586,2024-03-06 12:35 PM,Shipped,Zak Young,716,14,"$3,225.13",FALSE,AU-R-001069
BC 16585,2024-03-06 12:33 PM,Complete,Nathan Eckhart,240,4,"$3,960.00",TRUE,AU-R-001145
BC 16584,2024-03-06 12:25 PM,Complete,Nathan Eckhart,900,15,"$15,210.00",TRUE,AU-R-000781
BC 16583,2024-03-06 12:04 PM,Complete,Nathan Eckhart,240,4,"$3,960.00",TRUE,PC-000651
BC 16582,2024-03-06 11:56 AM,Complete,Zak Young,720,12,"$11,880.00",TRUE,AU-R-000188
BC 16581,2024-03-06 11:46 AM,Complete,Nathan Eckhart,1140,19,"$18,690.00",TRUE,AU-R-000542
BC 16580,2024-03-06 11:43 AM,Complete,Zak Young,120,2,"$2,130.00",TRUE,AU-R-000698
BC 16579,2024-03-06 11:42 AM,Complete,Zak Young,195,4,"$3,093.75",TRUE,AU-R-000932
BC 16578,2024-03-06 11:34 AM,Complete,Nathan Eckhart,420,7,"$6,870.00",TRUE,AU-R-000767
BC 16577,2024-03-06 11:24 AM,Complete,Zak Young,340,6,"$4,545.00",TRUE,AU-R-000561
BC 16576,2024-03-06 11:21 AM,Complete,Zak Young,600,10,"$8,807.50",TRUE,AU-R-000805
BC 16575,2024-03-06 11:20 AM,Complete,Zak Young,300,5,"$4,705.00",TRUE,AU-R-000895
BC 16574,2024-03-06 11:17 AM,Complete,Zak Young,540,9,"$8,355.00",TRUE,AU-R-000391
BC 16573,2024-03-06 10:59 AM,Complete,Nathan Eckhart,1140,19,"$18,030.00",TRUE,AU-R-000767
BC 16572,2024-03-06 8:23 AM,Complete,Zak Young,495,8,"$7,980.15",TRUE,AU-R-001010
BC 16571,2024-03-06 7:16 AM,Complete,Dustin Link,4500,75,"$68,952.00",TRUE,AU-P-000261
BC 16569,2024-03-05 2:57 PM,Shipped,Nathan Eckhart,785,13,"$13,230.04",FALSE,AU-R-001145
BC 16568,2024-03-05 11:44 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000453
BC 16567,2024-03-05 11:35 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000501
BC 16566,2024-03-05 11:34 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000191
BC 16565,2024-03-05 11:33 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000326
BC 16564,2024-03-05 11:32 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000456
BC 16563,2024-03-05 11:31 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000623
BC 16561,2024-03-05 11:25 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000695
BC 16560,2024-03-05 11:23 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000258
BC 16559,2024-03-05 11:20 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000219
BC 16558,2024-03-05 11:18 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000543
BC 16557,2024-03-05 11:17 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000362
BC 16556,2024-03-05 11:16 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000769
BC 16555,2024-03-05 11:15 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-001070
BC 16554,2024-03-05 11:14 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000255
BC 16553,2024-03-05 11:13 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000541
BC 16552,2024-03-05 11:12 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-001013
BC 16551,2024-03-05 11:11 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000534
BC 16550,2024-03-05 11:10 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000251
BC 16549,2024-03-05 11:09 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000215
BC 16548,2024-03-05 11:06 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000615
BC 16547,2024-03-05 11:05 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000304
BC 16546,2024-03-05 11:04 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-001086
BC 16545,2024-03-05 11:03 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000337
BC 16544,2024-03-05 11:01 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000606
BC 16543,2024-03-05 10:59 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000490
BC 16542,2024-03-05 10:57 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000672
BC 16541,2024-03-05 10:51 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000178
BC 16540,2024-03-05 10:44 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000746
BC 16539,2024-03-05 10:43 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000109
BC 16538,2024-03-05 10:41 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000368
BC 16537,2024-03-05 10:39 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000480
BC 16536,2024-03-05 10:37 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-001064
BC 16535,2024-03-05 10:36 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-001061
BC 16534,2024-03-05 10:33 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-000592
BC 16533,2024-03-05 10:27 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000203
BC 16532,2024-03-05 10:26 AM,Complete,Madeline Gibbs,180,3,"$2,970.00",TRUE,AU-R-001015
BC 16531,2024-03-05 10:25 AM,Complete,Matt Marziali,180,3,"$2,970.00",TRUE,AU-R-000232
BC 16530,2024-03-05 10:18 AM,Complete,Dustin Link,2340,39,"$36,990.00",TRUE,AU-P-000481
BC 16528,2024-03-04 4:43 PM,Complete,Nathan Eckhart,428,7,"$7,170.08",TRUE,AU-R-000941
BC 16527,2024-03-04 4:33 PM,Complete,Nathan Eckhart,420,7,"$6,510.00",TRUE,AU-R-000666
BC 16526,2024-03-04 3:57 PM,Complete,Nathan Eckhart,1260,21,"$19,555.00",TRUE,AU-R-000434
BC 16525,2024-03-04 3:55 PM,Complete,Nathan Eckhart,600,10,"$9,253.50",TRUE,AU-R-000707
BC 16524,2024-03-04 3:54 PM,Complete,Nathan Eckhart,600,10,"$9,269.00",TRUE,AU-R-000254
BC 16523,2024-03-04 3:52 PM,Complete,Nathan Eckhart,480,8,"$7,223.00",TRUE,AU-R-000556
BC 16522,2024-03-04 3:50 PM,Complete,Nathan Eckhart,660,11,"$9,966.50",TRUE,AU-R-001147
BC 16521,2024-03-04 3:38 PM,Complete,Nathan Eckhart,660,11,"$10,137.00",TRUE,
BC 16520,2024-03-04 3:36 PM,Complete,Nathan Eckhart,660,11,"$10,199.00",TRUE,AU-R-000980
BC 16519,2024-03-04 3:34 PM,Complete,Nathan Eckhart,840,14,"$13,122.50",TRUE,au-r-000889
BC 16518,2024-03-04 3:02 PM,Complete,Nathan Eckhart,486,8,"$7,405.06",TRUE,AU-R-000317
BC 16517,2024-03-04 2:59 PM,Complete,Nathan Eckhart,480,8,"$7,920.00",TRUE,AU-R-000497
BC 16516,2024-03-04 2:45 PM,Complete,Nathan Eckhart,524,11,"$4,221.00",TRUE,AU-R-000833
BC 16515,2024-03-04 2:43 PM,Complete,Nathan Eckhart,524,11,"$4,221.00",TRUE,AU-R-000887
BC 16514,2024-03-04 2:26 PM,Complete,Nathan Eckhart,360,6,"$5,940.00",TRUE,AU-R-001185
BC 16513,2024-03-04 1:54 PM,Complete,Dustin Link,840,14,"$13,860.00",TRUE,AU-R-000702
BC 16512,2024-03-04 1:54 PM,Complete,Dustin Link,1440,24,"$23,040.00",TRUE,AU-R-000635
BC 16511,2024-03-04 1:54 PM,Complete,Dustin Link,960,16,"$15,600.00",TRUE,AU-R-000519
BC 16510,2024-03-04 12:43 PM,Complete,Nathan Eckhart,240,4,"$2,520.50",TRUE,AU-RA-001079
BC 16509,2024-03-04 12:00 PM,Complete,Nathan Eckhart,360,6,"$5,940.00",TRUE,AU-R-000826
BC 16508,2024-03-04 12:00 PM,Complete,Nathan Eckhart,360,6,"$5,940.00",TRUE,AU-R-000990
BC 16507,2024-03-04 11:59 AM,Complete,Nathan Eckhart,360,6,"$5,940.00",TRUE,AU-R-000936
BC 16506,2024-03-04 11:53 AM,Complete,Nathan Eckhart,540,9,"$8,490.00",TRUE,AU-R-000370
BC 16504,2024-03-04 8:50 AM,Complete,Zak Young,1063,22,"$8,250.15",TRUE,AU-P-000351
BC 16503,2024-03-03 9:47 AM,Complete,Nathan Eckhart,780,13,"$10,474.50",TRUE,AU-R-000659
BC 16502,2024-02-29 5:55 PM,Complete,Nathan Eckhart,9120,152,"$143,160.00",TRUE,AU-P-000399
BC 16501,2024-02-29 4:55 PM,Complete,Dustin Link,540,9,"$8,730.00",TRUE,AU-R-000218
BC 16500,2024-02-29 3:50 PM,Complete,Zak Young,820,15,"$9,610.00",TRUE,AU-R-000282
BC 16499,2024-02-29 11:58 AM,Complete,Nathan Eckhart,360,6,"$5,521.75",TRUE,AU-R-000600
BC 16498,2024-02-28 5:11 PM,Complete,Dustin Link,8280,138,"$122,660.00",TRUE,AU-P-000261
BC 16497,2024-02-28 3:21 PM,Complete,Dustin Link,679,14,"$6,345.00",TRUE,AU-RA-001146
BC 16496,2024-02-28 12:38 PM,Complete,Dustin Link,720,12,"$11,520.00",TRUE,AU-R-000585
BC 16495,2024-02-28 12:35 PM,Complete,Dustin Link,360,6,"$5,580.00",TRUE,AU-R-000479
BC 16494,2024-02-28 10:08 AM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-000785
BC 16493,2024-02-27 5:55 PM,Complete,Zak Young,800,15,"$8,515.00",TRUE,AU-R-000876
BC 16492,2024-02-27 5:55 PM,Complete,Zak Young,945,18,"$10,496.25",TRUE,AU-R-000958
BC 16491,2024-02-27 4:41 PM,Complete,Zak Young,250,4,"$3,720.10",TRUE,AU-R-001098
BC 16490,2024-02-27 3:53 PM,Complete,Zak Young,780,13,"$12,330.00",TRUE,AU-R-000895
BC 16489,2024-02-27 3:51 PM,Complete,Zak Young,2400,45,"$25,065.00",TRUE,AU-R-000805
BC 16488,2024-02-27 3:44 PM,Complete,Zak Young,2020,37,"$23,470.00",TRUE,AU-R-000391
BC 16487,2024-02-27 11:54 AM,Complete,Nathan Eckhart,500,10,"$3,750.00",TRUE,PC-000651
BC 16486,2024-02-27 11:51 AM,Complete,Nathan Eckhart,1198,25,"$8,625.48",TRUE,AU-R-000542
BC 16485,2024-02-27 11:42 AM,Complete,Nathan Eckhart,660,11,"$10,350.00",TRUE,AU-RA-001073
BC 16484,2024-02-27 11:12 AM,Complete,Dustin Link,1261,21,"$20,250.00",TRUE,AU-R-001139
BC 16483,2024-02-27 11:01 AM,Complete,Dustin Link,720,12,"$11,520.00",TRUE,AU-R-000568
BC 16482,2024-02-27 9:26 AM,Complete,Dustin Link,420,7,"$6,510.00",TRUE,AU-R-001004
BC 16481,2024-02-26 7:51 PM,Complete,Nathan Eckhart,1020,17,"$16,350.00",TRUE,AU-R-001051
BC 16479,2024-02-26 5:30 PM,Complete,Zak Young,245,4,"$3,960.05",TRUE,AU-R-000211
BC 16478,2024-02-26 5:28 PM,Complete,Zak Young,245,4,"$3,960.05",TRUE,AU-R-000457
BC 16477,2024-02-26 5:27 PM,Complete,Zak Young,245,4,"$3,960.05",TRUE,AU-R-000209
BC 16476,2024-02-26 5:25 PM,Complete,Zak Young,243,4,"$3,960.03",TRUE,AU-R-000570
BC 16475,2024-02-26 5:23 PM,Complete,Nathan Eckhart,300,5,"$4,950.00",TRUE,AU-R-000943
BC 16473,2024-02-26 4:25 PM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000716
BC 16472,2024-02-26 2:20 PM,Complete,Dustin Link,1440,24,"$22,680.00",TRUE,AU-P-000481
BC 16471,2024-02-26 11:51 AM,Complete,Zak Young,180,3,"$2,970.00",TRUE,AU-R-000425
BC 16470,2024-02-26 11:23 AM,Complete,Nathan Eckhart,480,8,"$7,560.00",TRUE,AU-R-000691
BC 16468,2024-02-26 10:07 AM,Complete,Dustin Link,1560,26,"$24,900.00",TRUE,AU-R-000359
BC 16467,2024-02-26 9:07 AM,Complete,Zak Young,1060,19,"$13,770.00",TRUE,AU-R-000535
BC 16466,2024-02-26 9:02 AM,Shipped,Dustin Link,420,7,"$6,990.00",FALSE,AU-R-000924
BC 16464,2024-02-26 8:42 AM,Complete,Zak Young,2340,39,"$34,670.00",TRUE,AU-P-000351
BC 16463,2024-02-23 4:39 PM,Complete,Dustin Link,540,9,"$8,610.00",TRUE,AU-R-000649
BC 16462,2024-02-23 4:24 PM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-000253
BC 16461,2024-02-23 12:17 PM,Complete,Dustin Link,524,11,"$3,750.01",TRUE,AU-R-000902
BC 16460,2024-02-22 4:11 PM,Complete,Zak Young,960,16,"$15,420.00",TRUE,AU-P-000404
BC 16459,2024-02-22 2:29 PM,Complete,Nathan Eckhart,540,9,"$9,090.00",TRUE,AU-R-001066
BC 16457,2024-02-22 12:14 PM,Complete,Nathan Eckhart,420,7,"$6,750.00",TRUE,AU-R-000903
BC 16456,2024-02-22 11:47 AM,Complete,Zak Young,540,9,"$8,205.00",TRUE,AU-R-000704
BC 16455,2024-02-22 11:02 AM,Complete,Nathan Eckhart,180,3,"$2,940.00",TRUE,AU-R-000301
BC 16454,2024-02-22 11:02 AM,Complete,Nathan Eckhart,360,6,"$5,580.00",TRUE,AU-R-000602
BC 16453,2024-02-21 12:24 PM,Complete,Nathan Eckhart,1500,25,"$23,610.00",TRUE,AU-R-000236
BC 16452,2024-02-21 12:20 PM,Complete,Dustin Link,1304,24,"$15,960.01",TRUE,AU-R-001008
BC 16451,2024-02-21 12:17 PM,Complete,Dustin Link,720,12,"$11,520.00",TRUE,AU-R-001096
BC 16450,2024-02-20 10:17 PM,Complete,Dustin Link,707,16,"$7,762.51",TRUE,AU-R-000974
BC 16449,2024-02-20 1:54 PM,Complete,Dustin Link,180,3,"$2,970.00",TRUE,AU-R-001103
BC 16448,2024-02-20 1:53 PM,Complete,Dustin Link,60,1,$990.00,TRUE,AU-R-000705
BC 16447,2024-02-20 1:52 PM,Complete,Dustin Link,60,1,"$1,140.00",TRUE,AU-R-000578
BC 16446,2024-02-20 1:51 PM,Complete,Dustin Link,180,3,"$3,120.00",TRUE,AU-R-000265
BC 16445,2024-02-20 1:50 PM,Complete,Dustin Link,60,1,"$1,140.00",TRUE,AU-R-000577
BC 16444,2024-02-20 1:49 PM,Complete,Dustin Link,120,2,"$1,980.00",TRUE,AU-R-000477
BC 16443,2024-02-20 1:48 PM,Complete,Dustin Link,60,1,$990.00,TRUE,AU-R-000235
BC 16442,2024-02-20 1:47 PM,Complete,Dustin Link,60,1,"$1,140.00",TRUE,AU-R-000576
BC 16441,2024-02-20 1:46 PM,Complete,Dustin Link,120,2,"$1,980.00",TRUE,AU-R-000419
BC 16440,2024-02-20 1:45 PM,Complete,Dustin Link,120,2,"$2,130.00",TRUE,AU-R-000773
BC 16439,2024-02-20 1:44 PM,Complete,Dustin Link,300,5,"$5,100.00",TRUE,AU-R-000259
BC 16438,2024-02-20 1:43 PM,Complete,Dustin Link,120,2,"$1,980.00",TRUE,AU-R-000166
BC 16437,2024-02-20 1:28 PM,Complete,Dustin Link,180,3,"$3,120.00",TRUE,AU-R-001027
BC 16436,2024-02-20 1:12 PM,Complete,Nathan Eckhart,240,4,"$3,960.00",TRUE,AU-R-000887
BC 16434,2024-02-20 1:11 PM,Complete,Nathan Eckhart,240,4,"$3,960.00",TRUE,AU-R-000833
BC 16433,2024-02-20 12:59 PM,Complete,Nathan Eckhart,1200,20,"$20,310.00",TRUE,AU-R-000970
BC 16432,2024-02-20 12:59 PM,Complete,Nathan Eckhart,1260,21,"$21,150.00",TRUE,AU-R-001062
BC 16429,2024-02-20 12:50 PM,Complete,Zak Young,240,4,"$3,960.00",TRUE,AU-R-000700
BC 16428,2024-02-20 12:39 PM,Complete,Zak Young,840,14,"$13,500.00",TRUE,AU-R-000583
BC 16427,2024-02-20 11:50 AM,Complete,Dustin Link,740,13,"$10,620.00",TRUE,AU-R-000763
BC 16426,2024-02-20 7:13 AM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000805
BC 16425,2024-02-19 8:00 PM,Complete,Zak Young,254,5,"$3,478.50",TRUE,AU-R-000714
BC 16424,2024-02-19 7:58 PM,Complete,Dustin Link,180,3,"$2,970.00",TRUE,AU-R-000393
BC 16423,2024-02-19 2:52 PM,Complete,Nathan Eckhart,360,6,"$5,640.00",TRUE,AU-R-000943
BC 16422,2024-02-19 11:59 AM,Complete,Nathan Eckhart,540,9,"$8,490.00",TRUE,AU-R-000633
BC 16421,2024-02-19 11:39 AM,Complete,Zak Young,204,4,"$3,066.00",TRUE,AU-R-000815
BC 16420,2024-02-19 11:38 AM,Complete,Dustin Link,900,15,"$14,850.00",TRUE,AU-P-000481
BC 16418,2024-02-19 11:26 AM,Complete,Zak Young,300,5,"$4,950.00",TRUE,AU-R-000208
BC 16417,2024-02-19 11:01 AM,Shipped,Nathan Eckhart,720,12,"$12,240.00",FALSE,AU-R-001104
BC 16416,2024-02-19 10:25 AM,Complete,Zak Young,660,11,"$11,070.00",TRUE,AU-R-000734
BC 16415,2024-02-19 9:58 AM,Complete,Dustin Link,540,9,"$7,465.00",TRUE,AU-R-000661
BC 16414,2024-02-19 9:44 AM,Complete,Zak Young,240,4,"$4,110.00",TRUE,AU-R-000160
BC 16412,2024-02-19 9:36 AM,Complete,Nathan Eckhart,1380,23,"$21,350.00",TRUE,AU-R-000659
BC 16411,2024-02-19 9:33 AM,Complete,Dustin Link,5000,100,"$35,000.00",TRUE,AU-P-000261
BC 16409,2024-02-19 8:29 AM,Complete,Nathan Eckhart,720,12,"$11,460.00",TRUE,AU-R-000100
BC 16408,2024-02-19 8:27 AM,Complete,Nathan Eckhart,540,9,"$8,490.00",TRUE,AU-R-000863
BC 16407,2024-02-19 8:25 AM,Complete,Nathan Eckhart,600,10,"$9,420.00",TRUE,AU-R-000718
BC 16405,2024-02-18 4:47 PM,Complete,Dustin Link,240,4,"$3,840.00",TRUE,AU-R-000139
BC 16404,2024-02-16 8:11 PM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-P-000281
BC 16403,2024-02-16 5:49 PM,Complete,Dustin Link,180,3,"$3,120.00",TRUE,AU-R-000609
BC 16401,2024-02-16 3:28 PM,Complete,Dustin Link,360,6,"$6,120.00",TRUE,AU-R-001057
BC 16400,2024-02-16 3:18 PM,Complete,Zak Young,1082,20,"$14,866.50",TRUE,AU-R-000446
BC 16398,2024-02-16 1:48 PM,Complete,Dustin Link,230,4,"$3,382.50",TRUE,AU-R-001038
BC 16396,2024-02-16 11:14 AM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-000503
BC 16395,2024-02-16 11:13 AM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-000675
BC 16394,2024-02-16 11:11 AM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-001001
BC 16393,2024-02-16 11:05 AM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-000263
BC 16392,2024-02-16 11:01 AM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000849
BC 16391,2024-02-16 11:00 AM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000638
BC 16390,2024-02-16 10:59 AM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000302
BC 16389,2024-02-16 10:55 AM,Complete,Dustin Link,848,18,"$6,000.02",TRUE,AU-P-000422
BC 16388,2024-02-16 10:54 AM,Complete,Dustin Link,448,10,"$3,000.02",TRUE,AU-R-000420
BC 16387,2024-02-16 10:49 AM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000753
BC 16386,2024-02-16 10:46 AM,Complete,Zak Young,450,8,"$6,067.50",TRUE,AU-R-000527
BC 16385,2024-02-16 10:38 AM,Complete,Zak Young,670,12,"$8,812.50",TRUE,AU-R-000316
BC 16384,2024-02-16 10:16 AM,Complete,Dustin Link,180,3,"$3,120.00",TRUE,AU-R-000720
BC 16383,2024-02-16 9:23 AM,Complete,Zak Young,360,6,"$5,940.00",TRUE,AU-R-000333
BC 16381,2024-02-16 8:35 AM,Complete,Nathan Eckhart,360,6,"$5,940.00",TRUE,AU-R-000236
BC 16379,2024-02-16 7:54 AM,Complete,Zak Young,300,5,"$4,950.00",TRUE,AU-R-000738
BC 16378,2024-02-15 5:15 PM,Complete,Dustin Link,360,6,"$5,940.00",TRUE,AU-R-001153
BC 16373,2024-02-15 3:34 PM,Complete,Zak Young,360,6,"$5,775.75",TRUE,AU-R-000611
BC 16372,2024-02-15 3:31 PM,Complete,Zak Young,195,4,"$3,093.75",TRUE,AU-R-001044
BC 16371,2024-02-15 3:29 PM,Complete,Zak Young,540,9,"$8,910.00",TRUE,AU-R-000125
BC 16370,2024-02-15 3:27 PM,Complete,Zak Young,240,4,"$3,960.00",TRUE,AU-R-000373
BC 16369,2024-02-15 3:26 PM,Complete,Zak Young,240,4,"$3,960.00",TRUE,AU-R-000338
BC 16368,2024-02-15 3:25 PM,Complete,Zak Young,240,4,"$3,960.00",TRUE,AU-R-000706
BC 16367,2024-02-15 3:24 PM,Complete,Zak Young,240,4,"$3,960.00",TRUE,AU-R-000923
